,Unnamed: 0,Unnamed: 0.1,ID,tweet_id,text,missing_text,Text_Only_Informative,Image_Only_Informative,Directed_Hate,Generalized_Hate,Sarcasm,Allegation,Justification,Refutation,Support,Oppose
1663,1663,1663,1663,1.05044e+18,"Two crazy people with too much Power WTF justsayno  NeverAgain VoteBlue vote FlipTheSenate FlipItBlue DumpTrump KanyeWest Dumbassery WhatDoYouThink 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1665,1665,1665,1665,1.05044e+18,"melaniatrump says she supports  movement but women “need evidence” 

victims movement timesup soon comedy comedian impressions SethLemon thelascene TheComedyStore 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,1666,1666,1666,1.05043e+18,"Friday October  am Ledford   
Supporting Student Survivors of Sexual Assault
Open to students faculty amp staff 
SexualAssault assault  SupportSurvivors BelieveTheVictim MCgoingstrong MeredithCollege 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,1667,1667,1667,1.05043e+18,"Bill Cosby Furiously Compares  to Literal Terrorists  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1668,1668,1668,1668,1.05043e+18,"TV tonight The BBT and YoungSheldon worlds collide tonight when Tam visits Old Sheldon

Also Supernatural returns and MurphyBrown recalls her  moment 


",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,1669,1669,1669,1.05043e+18,"On this DayOfTheGirl please remember that women and girls are not equal in America We have been fighting for ratification of the Equal Rights Amendment for  years The time is NOW to ratify ERAyes  
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,1670,1670,1670,1.05043e+18,"SenatorLankford Trump continues to mock and discount the ⁠ ⁠ movement Census  million adult women in US are of an age to vote If  have been assaulted that’s  mil women  those who support ⁠ ⁠ who could vote in upcoming elections Vote 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1671,1671,1671,1671,1.05043e+18,"Michelle Obama Surprised With Lack of Change After  Enough Is Enough 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,1672,1672,1672,1.05043e+18,"realDonaldTrump you continue to mock and discount the  movement Census  million adult women in US who are of an age to vote If  have been assaulted in lifetime that’s  mil women  those who support  who could vote in upcoming elections Vote 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1673,1673,1673,1673,1.05043e+18,"Quick QampA With Isaac Mizrahi — The fashion guru talks  scooters and why he’s nervous about performing in Indianapolis 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1675,1675,1675,1675,1.05043e+18,"I bet whoever made this is a nazi NazisAreBad WomensMarchAreFrauds
 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1676,1676,1676,1676,1.05043e+18,"Here we go Talking  at the ladylawyer ABAFranchising lunch session 
",0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1680,1680,1680,1680,1.05043e+18,"Trump Fulfills Phyllis Schlafly’s Vision 
the  movement is a double standard
Read the latest  SchlaflyReport

",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,1681,1681,1681,1.05043e+18,"One Year of  What Women’s Speech Is Still Not Allowed to Do 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1682,1682,1682,1682,1.05043e+18,"SJLGuardians Chris FLOTUS I have NOT heard what You said about  Movement from Interview BUT There Should Always Be DUE PROCESS For Everyone

Sexual Assault Cases Should Have NO Statue Of LimitationsBelieve Me if they Did it Once  they did it Again amp Probably AGAIN‼

BRING It On‼
TimesUp 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,1683,1683,1683,1.05043e+18,"MiraBrancu references neparsons latest research in her most recent blog post for PsychToday 

How the  Movement Affects Leadership Development
Considerations for leadership development messages to women

",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1684,1684,1684,1684,1.05043e+18,"Tarana Burke who coined the phrase “Me Too” before  tells Chicagoarea activists the movement by us and for us must include women of color 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1685,1685,1685,1685,1.05042e+18,"Join the Philadelphia Office of Engagement for Women the Philadelphia Chapter of the National Organization for Women and  for “Recalling Rape Culture An Evening with Michele Dauber” TONIGHT pm
Details amp RSVP here           
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,1686,1686,1686,1.05042e+18,"Using Psychoanalysis to Understand  Memories 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,1687,1687,1687,1.05042e+18,"TYTPolitics EmmaVigeland Awww I can’t with these horrible ppl what’s wrong with them Well to them boys will be boys and to women how get sexually assault and raped it’s your fault unbelievable TimesUp  
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1689,1689,1689,1689,1.05042e+18,"Listen Timothée Chalamet on ‘Beautiful Boy’ and His Generation’s Response to the  Movement 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1690,1690,1690,1690,1.05042e+18,"Listen Timothée Chalamet on ‘Beautiful Boy’ and His Generation’s Response to the  Movement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1691,1691,1691,1691,1.05042e+18,"via moonbattery False  Allegations Rack Police Department 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1692,1692,1692,1692,1.05042e+18,"The View’s Sunny Hostin calls BS on Melania Trump’s  comments — then takes down Abby Huntsman and Meghan McCain 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1693,1693,1693,1693,1.05042e+18,"TheEverythingReport October th  Congress   CardiB Microsoft PaulAllen ChrisDudley Kavanaugh vote VoteThemOut 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,1695,1695,1695,1.05042e+18,"ProtectOurBoys has risen in response to  in response to recent comments by realDonaldTrump 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,1700,1700,1700,1.05042e+18,"TW child sexual abuse

Heres the full  is excellent 

",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,1702,1702,1702,1.05042e+18," TBT Today I saw Frandrescher on TheReal show She always has been my most Favorite individual She is as gorgeous as she always been Her struggle her story is truly lifechanging and most Admirable Love you always I vote for Womenpower   Equality 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1704,1704,1704,1704,1.05041e+18,"Women Meeting Planners Share Advice on Sexual Harassment 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,1705,1705,1705,1.05041e+18,"anjanettespeak beheard anjanettespeak  yesallwomen  churchtoo via 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,1706,1706,1706,1.05041e+18,"These coloradogov facts are staggering  
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,1707,1707,1707,1.05041e+18,"A GR turnout for  Creating a Culture of Civility in the era of ⁠ ⁠  HR membership meeting at Southeast Texas Human Resource Association 
",0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1708,1708,1708,1708,1.05041e+18,"MJValere DogginTrump I’m ready and I’m mad as hell 
Now WHO the fuck is with me 
 BelieveWomen BelieveSurvivors VOTE BlueTsunami VoteBlueNoMatterWho InternationalDayoftheGirl 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,1709,1709,1709,1.05041e+18,"On the doors of the Art Building UTAustin  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,1710,1710,1710,1.05041e+18,"CBS Names Laurie Rosenfield Chief People Officer 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1711,1711,1711,1711,1.05041e+18,"Today thinking of all the girls and women I admire and respect here’s to you being brave and for a future of respect for all you are
InternationalDayoftheGirl ThursdayThoughts Motivation  WomensMarch watercolor inspiration 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,1712,1712,1712,1.05041e+18," Boxset giveway now available follow the link on amazon for a chance to win  women’s stories of resilience stillhere 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1713,1713,1713,1713,1.05041e+18,"Girls will be Girls Love Joolz

Cronyism is a bitch because of bitches like me  ibelieveher Ibelievesurvivors Imadick 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,1716,1716,1716,1.0504e+18," Merch  What the Hell Do You Have to Lose Trumps War on Civil Rights  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1717,1717,1717,1717,1.0504e+18,"As I shared the  is beginning to look like justus Weinstein is not going to jail Neither Kevin Spacey and the rest Yet my sisters are jumping on this feminist train wreck where white men will not be held accountable 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1718,1718,1718,1718,1.0504e+18,"tbt to a packed  GrayWawro lecture by Dr Arlie Russell Hochschild Join us October  for a GrawWawro lecture by Dr taintedwitness “Graphic Witness Making Sense of the  Movement” 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,1720,1720,1720,1.0504e+18,"resist ChrisJZullo realDonaldTrump Spam your merch with spamming Trump by trolling All to peddle your merch with ignorance and hate 

The  Democrat platform in action Ignorance and hate 

 pimp Oprah sheknew 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,1721,1721,1721,1.0504e+18,"The cost of doing NOTHING far outweighs the cost of proactive measures 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,1722,1722,1722,1.0504e+18,"Melania Trump talks  I do stand with women but we need to show the evidence 
",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1723,1723,1723,1723,1.0504e+18,"OPINION HimToo and  should not compete
Story by Aida VazquezSoto

",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1724,1724,1724,1724,1.0504e+18,"Hollywood  Harvey Weinstein  Ronan Farrow  Hoax 
 Fail 
ThursdayThoughts  WalkAway 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1725,1725,1725,1725,1.0504e+18,"YrsToday resist Resist your urge to lie like  and walkaway from your liberalhypocrisy Its ok You can turn off the FakeNews amp experience life outside your echo chamber of hate amp ignorance 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1726,1726,1726,1726,1.0504e+18,"Melania Trump talks  I do stand with women but we need to show the evidence 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,1729,1729,1729,1.0504e+18,"Been  in sales most my life sold everything from storm windows to RVs In sales you get an acute tact for spotting BS THIS women was absolutely full of Crap  
",0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,1730,1730,1730,1.0504e+18,"ChrisJZullo realDonaldTrump Disregard the screeching spamming feminized soyboys Mr POTUS 
Keep up the good work amp stay the course 

MAGA KAG BuildTheWall 

Justice for JustineDamond DruSjodin 
Stop AmyKlobuchar TimWalz KeithEllison

makeMNred

Resist the  liars Just walkaway 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1733,1733,1733,1733,1.0504e+18,"Physical Sexual Abuse and Death thats gone in the Juvenile System with no justice being served Abusers left at jobs to abuse more ThursdayThoughts ThursdayMorning  Abuse Kentucky  Minds  and on Facebook 
",0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1735,1735,1735,1735,1.05039e+18,"Melania Trump speaks out about  movement The first lady sat down for an exclusive interview with ABC News 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,1736,1736,1736,1.05039e+18,"  Background verification gains ground past cases may be reopened 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,1737,1737,1737,1.05039e+18,"AlyssaMilano nothing to see here just more Trump Hating Lyin Democrat  Hypocrisy 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,1738,1738,1738,1.05039e+18,"SteveScalise Donald Trump mocked a victim of sexual assault daily provokes his KKK clan supported to go after Dems media Hillary and  with dumbass chants of lock her up When u do something about him then talk about Hillary until then 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1739,1739,1739,1739,1.05039e+18,"Join me in this episode as I discuss women’s historical bravery – from the suffrage movement to the me too movement As a woman YOU are stronger than you think you are 

 selfcare courage womensrights feminism sexuality podcast 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,1740,1740,1740,1.05039e+18,"The strange redheaded woman haunted his dreams called him to preach berated him and seduced him and she had a secret too dark to tell bookworm readtherainbow readinglist read novel karlyletomms reading awardwinningauthor  read  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,1741,1741,1741,1.05039e+18,"’s Tarana Burke tells local activists movement ‘by us and for us’ must include women of color 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,1742,1742,1742,1.05039e+18,"On Oct  I will be speaking to IndySHRM on How  Has Changed the Landscape for Employers with ShelleyMJackson of PSRBlaw and Suzanne Newcomb of SmithAmundsen Please join us for a timely discussion on this important issue 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,1744,1744,1744,1.05039e+18,"Harvey Weinstein Gets A Big Win As NY Judge Dismisses One Count And Gives Defense More Time To Fight 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1745,1745,1745,1745,1.05039e+18,"Melania Trump speaks out about  movement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,1747,1747,1747,1.05039e+18," movement encouraging for young Canadian females survey suggests 
",0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1748,1748,1748,1748,1.05039e+18,"AlyssaMilano I guess AlyssaMilano thought this tweet didnt fit her narrative So she deleted it Celebrities do this often Here is the link 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,1749,1749,1749,1.05039e+18," In solidarity with the Movement in India  
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,1750,1750,1750,1.05038e+18,"Bollywood’s Expanding  Movement Hits Productions 
",0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1751,1751,1751,1751,1.05038e+18,"Bollywood’s Expanding  Movement Hits Productions 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,1752,1752,1752,1.05038e+18,"Harnessing Energy Part II You Are Built to Change with challenberger via YouTube 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1754,1754,1754,1754,1.05038e+18,"FLOTUS was asked if she supports the  movement She says women need to be heard but should have evidence if they accuse someone of sexual assault Love our smart beautiful First Lady Melania Trump  
",0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1755,1755,1755,1755,1.05038e+18,"Melania Trump speaks out about  movement 
",0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1758,1758,1758,1758,1.05038e+18," comes to Pakistan as standup comedian JunaidAkram gets accused of sexualharassment 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,1759,1759,1759,1.05038e+18,"Indian employers under pressure to respond to surge in  allegations  Canadian HR Reporter 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760,1760,1760,1760,1.05038e+18,"Ben Shapiro dropping truth bombs about rape culture amp the myth of low rates of false rape allegations 

I disagree w conservatives in general but Ben Shapiro is DEAD ON w this point 

Feminism
FeminismisCancer

FordTheFraud
BelieveSurvivors 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1761,1761,1761,1761,1.05038e+18,"Campus Clash event brings discussion about race  and celebrities in politics 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,1762,1762,1762,1.05037e+18,"As a survivor I find my greatest strength is not in fighting fiercely but loving fully First myself in all my humanity and imperfection and then others WorldMentalHealthDay survivors BelieveWomen BelieveSurviviors  TimesUp courage support Change itgetsbetter 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1763,1763,1763,1763,1.05037e+18,"Lets conversate

IamTonyWHOA HGLG CHH Emcees rappers boombap  TeamJesus  Miami indianapolis Jacksonville Orlando Tampa  Atlanta NewYork losangeles chicago Houston spokenword WeAcceptEBT dc
philly stlouis centralparkfive
 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1765,1765,1765,1765,1.05037e+18,"Toxic Femininity and the  Mob Weaponizing Emotional Distress 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1766,1766,1766,1766,1.05037e+18,"SenGillibrand KeithEllison

Keith Ellison is running for Attorney General
His victim has a police report and medical report of abuse

Have you tried to help her

 Ellison pinkhat WomensRights womenunited 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1767,1767,1767,1767,1.05037e+18,"Trump mocks rules of  during rally via ⁦politico⁩  because of course we should let boys be boys at the expense of girls if this doesn’t make you sick I give up 
",0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1768,1768,1768,1768,1.05037e+18,"Melania Trump speaks out about  movement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,1769,1769,1769,1.05037e+18," fund gives £ to Scottish Womens Rights Centre 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770,1770,1770,1770,1.05037e+18,"IF U R DISGUSTED BY Trump amp HIS CORRUPT REPUBLICAN PARTY  U MUST VOTE IN NOVEMBER ENOUGH IS ENOUGH WE MUST B HEARD YELL Resist Resistance MorningJoe JoeNBC morningmika AlyssaMilano JoyceWhiteVance SRuhle NicolleDWallace KatyTurNBC FBR WTOCB EmmaChange  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1771,1771,1771,1771,1.05036e+18,"Numbers may be a little off I have not research them yet but you get the idea  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772,1772,1772,1772,1.05036e+18,"SenGillibrand Now lets talk about Bill Clinton whose many victims had proof and remembered details

 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1773,1773,1773,1773,1.05036e+18,"Another  Post A Challenge in Learning to Live With Multiple Truths KanganaRanaut Queen VikasBahl NayaniDixit 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,1774,1774,1774,1.05036e+18,"peterdaou eericski That would be on his list There is a lot on that list Executing journalists and repealing the first amendment would also be on that list Its a long dictatorial list Hes not really in charge of hislist VoteBlue ImpeachTrumpNow TrumpRussia TrumpColluded  
",0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1775,1775,1775,1775,1.05036e+18,"Indias  comes amid calls for  laws enforcement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,1776,1776,1776,1.05036e+18,"Something to think about and share MAGA Christians  ChurchToo 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,1777,1777,1777,1.05036e+18," One year down the rest of our lives to go             
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1778,1778,1778,1778,1.05036e+18,"If you need support we are here for you Please reach out to our crisis line at  

WeBelieveYou WhyIDidntReport  
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1779,1779,1779,1779,1.05035e+18,"‍ I can be anything and everything I want to be Happy InternationalDayOfTheGirl   

SmartGirlCEO PYEAgency LadyBoss girlboss bosslady blackgirlsrock girlpower MichelleObama BlackGirlMagic Essence  Vote ThursdayThoughts 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780,1780,1780,1780,1.05035e+18,"Thanks to RosaForWomens JusticeandEqualityFund inspired by global  movement we will be appointing a specialist solicitor for SexualHarassment  raising awareness influencing policy and improving support for victimsurvivors of VAWG TimesUp 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1781,1781,1781,1781,1.05035e+18,"Phd Scholar MananWani Martyred All world love u  Love you
Check cruel work of Indian Forces in IndianOccupiedKashmir
UNHumanRights 
UN 
UNDPPakistan 
pidgov 
UNHumanRights
ShehlaRashid  
realDonaldTrump 
trpresidency 
ChinaDaily 
Communications 
UNO WAKEUP 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1782,1782,1782,1782,1.05035e+18,"Raising my hand for justice and sisterhood on International DayOfTheGirl GirlsWhoCode TimesUp  
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,1783,1783,1783,1.05035e+18,"StarResisting shakilmadiha Phd Scholar Manan Wani All world love you  Love you
Check cruel work of Indian Forces in IndianOccupiedKashmir
UNHumanRights 
UN 
UNDPPakistan 
pidgov 
UNHumanRights 
realDonaldTrump 
trpresidency 
ChinaDaily 
Communications 
ShameIndia
UNO WAKEUP 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1785,1785,1785,1785,1.05035e+18,"“Conservative Women Don’t Feel Victimized” How the Kavanaugh Nomination Underscored the Right’s Complex Inability to Cope with the  Reckoning

",0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,1786,1786,1786,1.05034e+18,"Meanwhile in Pakistan
 
HTLpramod 
BlockbusterOfTheYear 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,1787,1787,1787,1.05034e+18,"Gofundme  page awards £m to UK sexual abuse victims 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1788,1788,1788,1788,1.05034e+18,"What to Watch Thursday Supernatural Returns MurphyBrowns  Moment and More 
",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1789,1789,1789,1789,1.05034e+18,"HYPOCRISY ANYONE
 MeTo 
ALL THE WOMEN CLYTON DESTROYED PROTECTING HER POWER WERE DEMOCRATS
YES THERE IS A WAR ON DEMOCRATIC WOMEN THAT GETS IN THE WAY OF A HEINOUS DIOBOLIC POWER HUNGRY ODIOUS HUMAN BEING
SHE ALSO DESTROYED AND CHEATED BURNIE DINT SHE
ethics 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1791,1791,1791,1791,1.05034e+18,"Melania Trump talks  I do stand with women but we need to show the evidence 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1792,1792,1792,1792,1.05033e+18,"CNNPolitics BrianKempGA StaceyAbrams StaceyEvans Trump attacks  just like he attacked Parkland I wonder if all Republicans get their moral compasses at Nazi Surplus Stores  SCOTUSblog ABAesq 
",0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1793,1793,1793,1793,1.05033e+18," CNNPolitics The look on the faces of these women says it all
 
",0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1794,1794,1794,1794,1.05033e+18,"Trump tells supporters at rally that  keeps him from saying what he wants 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,1796,1796,1796,1.05033e+18,"In the wake of  The Producers Guild Of India forms a committee to ensure a safe working space for everyone at offices and in shooting sets
Read the full story here 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1798,1798,1798,1798,1.05033e+18,"The rape allegation against Cristiano Ronaldo will test the limits of the  movement

",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,1799,1799,1799,1.05033e+18,"Now  goes international spreads in Sri Lanka as well


",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1800,1800,1800,1800,1.05033e+18," Merch  Womens Human Rights The International and Comparative Law Casebook Pennsylvania Studies in Human Rights  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803,1803,1803,1803,1.05032e+18,"Melania Trump talks  I do stand with women but we need to show the evidence 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,1804,1804,1804,1.05032e+18,"Melania Trump talks  I do stand with women but we need to show the evidence 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,1805,1805,1805,1.05032e+18,"challenberger on Harnessing Energy Part I Everything Exists Inside You via YouTube 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,1806,1806,1806,1.05032e+18,"trollCaptainJS RajneeshSarwan TarekFatah  ha hahaha meanwhile in India 
",0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1807,1807,1807,1807,1.05032e+18,"Show the evidence Sexual assault victims truth is their evidence FLOTUS realDonaldTrump SenatorCollins ChuckGrassley LindseyGrahamSC AprilDRyan JoyAnnReid TiffanyDCross RepMaxineWaters KamalaHarris angelarye SymoneDSanders ananavarro MariaTCardona hilaryr  
",0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1808,1808,1808,1808,1.05032e+18,"Show the evidence Sexual assault victims truth is their evidence FLOTUS realDonaldTrump SenatorCollins ChuckGrassley LindseyGrahamSC JohnBerman JohnAvlon JeffreyToobin davidgregory maggieNYT PoppyHarlowCNN jimsciutto wolfblitzer jaketapper abbydphillip  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,1809,1809,1809,1.05031e+18," Movement Now author Suhel Seth accused of sexually harassing two women 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,1810,1810,1810,1.05031e+18,"Show the evidence Sexual assault victims truth is their evidence FLOTUS realDonaldTrump SenatorCollins ChuckGrassley LindseyGrahamSC ChristineRomans davebriggstv EarlyStart CNN  
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1811,1811,1811,1811,1.05031e+18,"Rather than heading a response to Matthew realDonaldTrump held a selfglorification rally yesterday while the strongest storm in over  years devastated the FloridaPanhandle  At the rally he attacked Democrats mocked sexual assault survivors and the  movement 
",0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
