,Unnamed: 0,Unnamed: 0.1,tweet_id,text,missing_text,Text_Only_Informative,Image_Only_Informative,Directed_Hate,Generalized_Hate,Sarcasm,Allegation,Justification,Refutation,Support,Oppose
1948,1948,1948,1052228120114163712,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1949,1949,1949,1052227813523238917,yesterday howard university mentor howard middle school mentees discussed history metoo moment signed girl inc girlstoo pledge respect start young signed pledge yet visit ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,1950,1950,1052227051879628800,realdonaldtrump foxnews call horseface sex month flotus gave birth son metoo ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1951,1951,1951,1052225650843680768,note staff nancycbarnes express excitement appreciation new gig head npr news division note work rebuild trust internal tension metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952,1952,1052223895028125696,nasty skeleton dig metoo moment rattling culture man space read outlookindia ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,1953,1953,1052223096176947201,come work dressed female taken seriously come work dressed male taken seriously come work neuter business clothes e fake men clothes woman order professional patriarchy metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,1954,1954,1052222006790361089,kylegriffin1 realfarmacist take ball coming shitface womenfightback metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,1955,1955,1052218403237310464,tune ready safetyman ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1956,1956,1956,1052217066588114944,prof rvaidya2000 say woman would come allegation unless something serious happened metoo watch full conversation ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,1957,1957,1052216823637262338, realdonaldtrump woman destroy voting booth men time friend prevented voter suppression dream metoo votersuppression votebluetosaveamerica voteblue votenovember6th ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1958,1958,1958,1052216093232656384,next metoo womensmarch shethepeople answer ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,1959,1959,1052214499271294977,demand sexual assault service increase awareness increase 2016 50 call sexual assault crisis line ontario request increased wake highprofile case sexual violence rise metoo timesup movement ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,1960,1960,1052214493399437312,expensive address genderbased violence impact health criminal law process economy justice canada estimate total economic impact domestic violence employer annually canada million onpoli metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,1961,1961,1052214439976607744, great thing happen woman support alyssamilano espn woman wict leadership conference nyc espnw 2018wlc metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1962,1962,1962,1052214244194885632,looking forward speaking class westernuenglish tomorrow afternoon sharing anecdotal journey creation punchlikeagirl learned writing writingtips writingcraft metoo orcabook ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,1963,1963,1052213938602037248,metoo thinkforum tonight taranaburke casewesternreserveuniversity cwru fpbnursing clesci cwrusom thinkbeyondthepossible challenge amp build better tomorrow bglickstein ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,1964,1964,1052213832918192128,ption no2 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,1965,1965,1052213523428847616,icymi asiabibi jailed year ago drinking water well pakistan christian told made water unclean muslim 1 000s marched street death metoo religionofpeace freeasiabibi tuesdaythoughts ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,1966,1966,1052209809695617024,new wmclive therobinmorgan woman climate change guest investigative journalist susan antilla antillaview metoo v wall st kathryn joyce kathrynajoyce religious adoption industry migrant kid ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,1967,1967,1052209498058829824,jackposobiec democrat managed alienate metoo hillary gaffe african american spartacus maxine native american pocahontas front runner serial groper gaffe minute mouth go figure limocryingchuck ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,1968,1968,1052208824013058049,domestic violence awareness caught metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,1969,1969,1052206278175416321,already sure check newest episode featuring formidable ericaarden want miss one jointheconversation harassmentfreealbany metoo timesup politicalpodcast ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,1970,1970,1052206052660453376,auditioning tonight tedx universityofri maddiementality need help kid changeitup changementalhealth bethechange startwithhello metoo represent whatwouldmaddiedo mpfoundation11 pottsmaddie finishing started big girl forever11 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,1971,1971,1052205754244128768,zeropelosi beerscotus contact metoo alyssa milano need get immediately ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,1972,1972,1052205434168377344,beyond hashtags creating new normal another outstandingly panel timely content alyssamilano michelletvone fmerodio susanchira wicthq 2018wlc metoo timesup leadershipdevelopment wict ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1973,1973,1973,1052205107167678464,excellent turnout awaits figo session addressing violence woman need men join violence woman men issue ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1974,1974,1974,1052205019817226240,nicole kidman say metoo moment explained got marrying tom cruise age ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1975,1975,1975,1052203022242209794,happening week mcmasteru mohawkcollege sachahamont announce metoo founder tarana burke hamilton join u tues oct 30 pm pm mcintyre performing art centre ticket ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,1976,1976,1052201777863553026,beyond hashtags creating new normal panel day 2018wlc featuring alyssa milano metoo timesup ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1977,1977,1977,1052201537915760641,metoo egypt cost coming forward woman experience sexual violence violated twice ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1978,1978,1978,1052201270541455361,lionel shriver explains want call time metoo movement ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,1979,1979,1052200692000153600,want florida sure marcorubio want change want statuteoflimitations lifted sexualassault victim age churchtoo metoo getoffthepulpit ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980,1980,1980,1052198857495465986,woman group storm senatorcarper office abuse admission resignnow metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1981,1981,1981,1052197742733402113,willofthepeopl5 speechless last metoo hypocrite himtoo rememberkavanaugh2018 vote red straight ballot give trump support need washington ,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1982,1982,1982,1052197567046529032,girl deserve grow safe respected valued period take girlstoo pledge ,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,1983,1983,1052196972499632130,like ok filed defamation case accuser back tweeting business unnecessary short break metoo metooindia ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,1984,1984,1052194736713302016,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,1985,1985,1052194407590457345,ption no2 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,1986,1986,1052193921877635072,one year ago metoo reignited honour anniversary posting original tweet launched proclamation moment movement remind survivor inner strength bravery courage hear believe supportsurvivors ,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,1987,1987,1052193363989016576,proud stand fearless taranaburke metoomvmt decade building space survivor connect heal share story fighting world believessurvivors read profile ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1988,1988,1988,1052191971182178309,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1989,1989,1989,1052191396981919744,october domesticviolence awareness month timely article resource challenging men masculinity relandotj ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,1990,1990,1052190245083582464,sneakfreak63 spacekitten7 cnnpolitics potus sweetie name caller vulgar sound like got tiny hand syndrome timesup metoo bluetsunami2018 bluewave2018 bluewavenov6th medicareforall voteblue votebeto registerandvote flipitblue drwho flipcongresblue2018 votebluetosaveamericandemocracy ,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1991,1991,1991,1052189957236744192,ption no2 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1992,1992,1992,1052189675069296640,daily chart year metoo american opinion shifted victim ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1993,1993,1993,1052188770643120128, taranaburke balancing act power telling story v damaging effect reliving trauma amp ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,1994,1994,1052187628391546881,ption no2 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,1995,1995,1052187462825664512,domestic violence awareness caught metoo sarah mervosh via nyt ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1996,1996,1996,1052186122980216832,economist accordingtokeyhole year metoo american opinion shifted victim ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,1997,1997,1052183240709210113,ption no2 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,1998,1998,1052182956004048896,packed room awaits figo session role obgyn addressing violence woman time change endviolence figo2018 everywomanmatters violenceagainstwomen metoo globalhealth ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1999,1999,1999,1052182774453624833, ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,2000,2000,1052182457712332800,era metoo movement effect corporate culture american looking business leader ensure workplace safe respectful many think female leader better equipped men ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001,2001,2001,1052178804670652416,stormy daniel say part metoo feminist ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,2002,2002,1052178602052149248,metoo uprising woman across india rage sexual predator read indiatoday ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,2003,2003,1052175183350558720, today father father talk one expert told father fathered learn conversation really know ebernsteinwsj talking kid sex metoo era ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,2004,2004,1052170794220937216,join u today 1pm et weekwithoutviolence facebook live conversation friend nwlc safespacesdc loveaccountably ending genderbased violence lifetime metoo intersectionality wwv18 ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2005,2005,2005,1052168457540816897,metoo veteran stevebannon69 financial crisis elite took care take care little guy effectively destroyed generation worker ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2006,2006,2006,1052167771839193088,iqaluit mayor madeleine redfern nervous spoke sexual harassment north metoo movement come nunavut tell guest host conniewalker one woman told raped job selfsufficiency ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2007,2007,2007,1052167759386353664,catch cbs morning et talking father talk son sex metoo era ,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2008,2008,2008,1052167512945766400,actor voice metoo changing script acting school ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,2009,2009,1052167331814752256,new bookrelease today firebrew unique metoo story strong woman must confront attacker move life grab copy amazon ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2010,2010,1052166514944761858,india metoo moment came late transformative ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,2011,2011,1052164019946020865,india metoo moment came late transformative ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012,2012,2012,1052163017650008064,one year metoo fight sexual misconduct far ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2013,2013,2013,1052159753743454209, thurs 8am nycshrm legislative amp legal conference allday event learn impact city state federal labor law organization employment workplace wellness metoo hr register tix ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,2014,2014,1052158455157534721,overshadowed recent news hillary said perfectly acceptable married presidentceoboss sex young intern employ even tad bit abuse silence feminist amp metoo group deafening reveals entire sham ,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2015,2015,2015,1052152964230443009,hillary metoo nightmare ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,2016,2016,1052151074692493313,last night celebrating year anniversary metoo nywomensfdn gala jeanshafiroff amp taranaburke plazahotel ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,2017,2017,1052138082647064577,metoo politics feeling seth barron ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018,2018,2018,1052123340905820160,viral cornerstorecaroline incident spur fiery debate calling 911 metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019,2019,2019,1052119141791014913, ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,2020,2020,1052111507016900608,state taking action metoo congress ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021,2021,2021,1052109952209362944,metoo voteblue funder msnbc sruhle heidiprzybyla abc news12li pas around american denied right vote ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2022,2022,2022,1052109205203750913,bcci ceo rahul johri go leave prepare explanation metoo allegation ,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2023,2023,2023,1052109158340804608,bcci ceo rahul johri go leave prepare explanation metoo allegation ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2024,2024,1052103113602154496,author e l dubois pleased announce debut novel glass mask monster lurk beneath winner ian book year award metoo timesup voicesrising lovebetter ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2025,2025,1052096549084225538,today mark one year since taranaburke launched metoo movement great stride made yet still long way go protect girl woman affected sexual violence thank tarana leading way ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,2026,2026,1052092844649967617,long metoo moment black woman weighed different survival strategy sometimes turning inward choosing silence sometimes turning outward choosing protest aftermath sexual assault ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,2027,2027,1052092266699993089,dear feminist rip men shred fully board metoo meanwhile excuse hillary b clue powerful men manipulate powerless woman sex mean would make hypocritical tuesdaythoughts ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,2028,2028,1052090227332804608,trump native american v elizabeth warren science going interesting see people left end siding would guessed native american keith ellison still around wake metoo know ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,2029,2029,1052086807192526848,ption no2 ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,2030,2030,1052076800787009538,sharifah join jeff talk rageinducing metoo response macarthur genius winner ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,2031,2031,1052072667866587136,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,2032,2032,1052070647323611136,problematic description crime woman need change narrative metoo agirlofherwords regajha ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,2033,2033,1052068577308753920, hillary clinton prof still learned lesson metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,2034,2034,1052066874798817280,military jet mechanic civilian firefighter athlete pink hair want okay girlie man job shecandoboth fitness crossfit firefighter military veteran pink pinkhair pinkoctober beautiful inspire strongwomen metoo survivor ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2035,2035,2035,1052060046736142336,even though metoo survivor sexual assault watch ppl come anyway ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,2036,2036,1052055377230094336,viral cornerstorecaroline incident spur fiery debate calling 911 metoo ,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2037,2037,2037,1052054293853945861,alyssa milano one first proponent metoo movement launched one year ago tell gma president donald trump recent comment scary time young men america fear tactic ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,2038,2038,1052053521107947521,one year since beginning metoo movement harveyweinstien billcosby go jail realdonaldtrump still sits whitehouse clarencethomas brettkavanaugh sit ussupremecourt still work metoooneyearlater ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,2039,2039,1052047929966518272,ption no2 ,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2040,2040,2040,1052045822802751488,founded want move past trauma ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2041,2041,2041,1052043811222884352,sarahksilverman visual tribute christineblaseyfordwestandwithyou survived sexual abuse hand brett kavanaugh courage speak metoo ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,2042,2042,1052043151815393280,thinkprogress visual tribute christineblaseyfordwestandwithyou survived sexual abuse hand brett kavanaugh courage speak metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2043,2043,2043,1052040548188446720,anitahillif government ensure work free harassment industry must wise word metoo anniversary elllewomeninhollywood ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2044,2044,2044,1052038988528259072, alyssamilano explains shared metoo story first time ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,2045,2045,1052030659693305857,abc gma metoo movement exposed dangerous american freedom accused someone guilty proven innocent democrat tried destroy innocent man maga rememberkavanaugh walkawayfromdemocratsforever redwave2018 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,2046,2046,1052030379157282816,common focus metoo story way employer addressed employee plea help learn anonymous reporting workplace encourages first step accountability ,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2047,2047,2047,1052029966349623296,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,2048,2048,1052028424552890369,somebody bought ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2049,2049,2049,1052026732906274823,crucial socialist feminist look strength weakness metoo one year kicker good communemag ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050,2050,2050,1052016963315228675,best time radicalgenerositygala nywomensfdn saw amazing woman metoo movement speak thank taranaburke alyssamilano inspiring speech ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,2051,2051,1052016120310505472,get metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2052,2052,2052,1052014626903400453,krassenstein jasonmarch13 realdonaldtrump evidence oh yes real evidence metoo double standard ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2053,2053,2053,1052013195966205953,hillaryclinton support rapist husband belief take advantage young intern sex whitehouse work metoo theview dnc morningmika msnbc gehrig38 fn92 campusreform tpusa keepamericagreat ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2054,2054,2054,1052011806883962880,charmed writer appeal millennials writer let cover millennial buzzwordstopics poc lead gay character female scientist wheelchairbound character mention rape culturethe metoo movement word ci male woke writer ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2055,2055,2055,1052011265521012736,author e l dubois pleased announce debut novel glass mask monster lurk beneath winner ian book year award metoo timesup voicesrising lovebetter ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2056,2056,2056,1052010482817781762,allinwithchris chrislhayes thing metoo edition inners ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2057,2057,2057,1052010194832711682,whoopi goldberg say actress used sex ugly men get ahead ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2058,2058,2058,1052009138362961920,thank good world allow taranaburke alive leading time metoo thank si ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2059,2059,2059,1052008904077529090,ption no2 ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060,2060,2060,1052006772318380033,update viral cornerstorecaroline incident spur fiery debate calling 911 metoo ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2061,2061,2061,1052006153801097217, indictment men invitation men radicalgenerosity gala host ted bunch honoree haleynmichaels making call men lend support metoo ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2062,2062,2062,1052005528568811520,horror movie countdown let go evil dead tonight say classic horror tree rape scene metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,2063,2063,1052004541774929920,metoo movement going anywhere radicalgenerosity honoree alyssamilano envisions time woman longer face genderbased violence ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,2064,2064,1052002649263022080,metoo movement change india stream ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2065,2065,2065,1052001447330635780,october metoo hashtag start trending twitter october kavanaugh installed u supreme court got work crowdfunding anatomy silence ,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,2066,2066,1052000701818314758, woman targeted precisely vulnerable thought time hear story radicalgenerosity honoree alyssamilano reflecting eve viral metoo moment ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,2067,2067,1051998751047467008,willofthepeopl5 presidential election singing different tune vote cost see hillary loser metoo apply gal pal hillary enabler also threatening victim rapist husband doublestandards ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2068,2068,2068,1051997372987961344,tune tuesday allnew episode living loud joining instudio former wellstone fellow environmental justice advocateorganizer sierra club metoo survivor karenmonahan01 along attorney andrew parker ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,2069,2069,1051994772221628416,social medium user discussed sexual harassment since metoo went viral ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2070,2070,2070,1051994374022807553,ption no2 ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,2071,2071,1051993655005892608, registered nycshrm legislative amp legal conference yet thurs 8am jacksonlewispc learn impact city state federal labor law organization employment workplace wellness metoo hr register tix ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,2072,2072,1051993424457555968, course year taranaburke metoo work received grant new york woman foundation fund movement amp ally invests powerful work tarana began see believe believe work presidentceo ana l oliveira ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073,2073,2073,1051993377867227138,regarding trauma claim trauma transcendent metoo movement deteriorating theocratic certitude ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,2074,2074,1051990901332037632,father would threaten u telling anyone go household would saydo want someone come take brother sister away child bullied silence metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2075,2075,2075,1051989419438350337, metoo metooindia dcw launch new email id indiametoo report sexualharassment woman workplace say timesup ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,2076,2076,1051983478579978245,one arrogant toward woman aggressive scornful man anxious virility simone de beauvoir along metooamp timesup need sexualevolution stormydaniels trump michael avennati stormy daniel ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2077,2077,2077,1051980510422081536,olivianuzzi stormydaniels nymag metoo portrait may hanging wall stormydaniels candid refreshing freakin funny ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2078,2078,2078,1051979869612068864,viral cornerstorecaroline incident spur fiery debate calling 911 metoo ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2079,2079,2079,1051978632460161030,dating tip wake metoo ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080,2080,2080,1051978050362109952,although metoo movement around decade hashtag first went viral year ago today facttank ,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2081,2081,2081,1051977527831474176, piersmorgan hillaryclinton really saying whole metoo movement total sham ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,2082,2082,1051976882491674624,see believe metoo ,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,2083,2083,1051976290201260032,hillary clinton willful misunderstanding metoo movement ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2084,2084,2084,1051976010718203904,teach young men fear metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,2085,2085,1051971166955495424,ption no2 ,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2086,2086,2086,1051970240253448192,team pluto back another insightful recap september panel discover leadership accountability matter ever metoo world mondaymotivation read ,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2087,2087,2087,1051967614291861505,unicef usa brandvoice one year metoo unicef fighting sexual assault worldwide ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,2088,2088,1051967216927821825,college student allegedly raped hour attending metoo rally ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2089,2089,2089,1051964775645814784,college student allegedly raped hour attending metoo rally ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,2090,2090,1051963459313766401,every day woman canada killed husband boyfriend commonlaw partner mass endwomenabuse sends strong message cfstoronto say ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,2091,2091,1051963456138727424,help meet every metoo believe let another survivor receive help hotline ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2092,2092,2092,1051963198843305984,long metoo moment black woman weighed different survival strategy sometimes turning inward choosing silence sometimes turning outward choosing protest aftermath sexual assault ,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,2093,2093,1051963099283169280,year since alluded public audience survivor sexual assault one day people immediate family two closest friend know detail fullest truth metoo ,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
